Período;Região;Instituição;Localização Geográfica;Nº Atendimentos em Urgência SU Triagem Manchester -Vermelha;Nº Atendimentos em Urgência SU Triagem Manchester -Laranja;Nº Atendimentos em Urgência SU Triagem Manchester -Amarela;Nº Atendimentos em Urgência SU Triagem Manchester -Verde;Nº Atendimentos em Urgência SU Triagem Manchester -Azul;Nº Atendimentos em Urgência SU Triagem Manchester -Branca;Nº Atendimentos s\ Triagem Manchester
2014-08;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;241;6597;50299;19420;187;2345;64
2014-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;121;5340;22529;4506;170;1562;57285
2014-09;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;123;4348;26188;15200;248;909;
2014-09;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;333;11630;38917;35645;1714;8;29
2014-09;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;920;17695;70716;39772;3656;1716;70586
2014-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;710;10292;63336;14633;651;1234;11384
2014-09;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;548;14293;61366;27779;418;27038;1598
2014-09;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;337;12464;69911;40464;484;5738;709
2014-09;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;565;13141;79027;48358;930;;328
2014-10;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;745;21266;77741;34207;437;4936;75
2014-10;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;717;15547;52221;49021;562;3623;
2014-10;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;903;26108;63742;116353;4973;9391;1703
2014-10;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173, -8.3086907;245;11225;45358;60932;652;4230;348
2014-10;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;92;4352;19826;29394;259;2576;
2014-11;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;276;7030;23493;14841;361;2227;18877
2014-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;140;6469;27820;5538;206;1901;69333
2014-11;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;;;;;;;83011
2014-11;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;523;14886;55033;53588;466;4086;34050
2014-11;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;401;14753;49658;40851;258;3358;6530
2014-11;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;655;17647;75551;33207;530;34075;1979
2014-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;909;25517;93384;41746;527;5961;91
2014-12;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;851;16759;62544;69616;6723;2775;48040
2014-12;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;726;19614;82958;36117;566;38096;2164
2014-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;1118;21080;80179;77450;534;7957;13878
2014-12;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;741;17932;106342;65088;1379;;540
2014-12;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;443;18604;79826;61185;508;828;
2015-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;24;742;2766;508;13;157;6786
2015-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;;;;;;;8710
2015-01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;19;370;3287;1216;5;142;2266
2015-01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;69;1915;5644;3423;75;517;4765
2015-01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;38;1124;3789;1703;14;418;5605
2015-01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;52;1642;4420;4172;17;317;561
2015-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;93;2196;6866;2733;28;3548;266
2015-01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;18;904;2299;3027;19;227;
2015-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;56;2311;6919;6538;30;87;
2015-02;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;188;4495;15163;7450;94;915;14
2015-02;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;105;1344;5836;3066;65;563;13690
2015-02;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;70;1971;7269;3198;35;787;10053
2015-02;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;137;3677;17449;10181;225;;136
2015-02;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;76;2357;12356;5580;30;461;10
2015-03;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;50;925;9006;3471;11;379;5574
2015-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;381;8726;28076;10636;186;323;23529
2015-03;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;;;;;;;27793
2015-03;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;106;2846;10885;5005;49;1183;14975
2015-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;202;4155;15849;15920;1540;741;11821
2015-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;287;5163;15512;14550;115;1249;
2015-03;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;143;4812;18180;26136;333;110;51
2015-03;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;171;4330;15183;11480;675;0;18
2015-03;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;78;3847;12327;13333;180;1162;142
2015-03;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;213;5407;27074;15511;335;;188
2015-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;116;3360;10859;5717;272;597;56
2015-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;189;2533;11385;6316;140;1183;26001
2015-04;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;137;3657;14355;6777;58;1599;19473
2015-04;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;186;5321;17828;15728;106;1275;18462
2015-04;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;157;5351;18653;28767;296;602;4
2015-04;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;224;5426;12630;10931;2360;583;15910
2015-04;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;278;7235;25740;10260;155;12193;748
2015-04;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;202;6606;32332;14436;838;5900;356
2015-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;130;3937;22583;10073;90;973;20
2015-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;120;4179;14680;20431;140;1165;71
2015-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;413;10414;37959;17339;251;2443;47
2015-05;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;307;4058;28291;27582;603;504;42559
2015-05;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;147;3847;15267;13668;621;570;29393
2015-05;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;395;6328;33800;6519;374;610;6622
2015-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;147;5246;16449;24578;192;1510;71
2015-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;80;1583;17869;6546;27;770;10524
2015-06;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;466;12284;45390;20695;311;2920;51
2015-06;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;259;3702;17367;9726;208;1798;38207
2015-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;167;4491;18372;16543;741;715;34843
2015-06;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;474;7495;40940;8177;463;707;7978
2015-06;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;387;10418;39217;15705;278;17877;1193
2015-06;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;405;10176;53893;30821;735;;340
2015-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;204;6288;21909;11839;592;1511;87
2015-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;187;5383;32607;14621;149;1581;34
2015-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;;;;;;;56937
2015-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;523;14329;53225;24148;369;3425;61
2015-07;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;;;;;;;60630
2015-07;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;223;6141;25550;12950;145;2805;32957
2015-07;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;471;9199;37105;39425;3877;1832;26614
2015-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;194;6724;21882;32239;253;1921;71
2015-08;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;110;1980;24290;8810;35;1041;13353
2015-08;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;953;21413;75237;29393;471;956;59611
2015-08;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;278;10501;35597;29774;250;2151;4917
2015-08;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;616;9921;55414;11496;654;1028;11061
2015-08;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;492;13697;52985;21399;398;22576;1592
2015-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;220;7402;24237;35822;291;2192;71
2015-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;;;;;;;77184
2015-09;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;357;5484;26361;14923;347;2665;54717
2015-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;686;10995;62472;13139;751;1149;12508
2015-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;156;6342;26618;6821;519;1774;46628
2015-10;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;731;20315;76691;34114;535;4805;79
2015-10;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;296;8673;37102;19011;213;3983;45411
2015-10;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;359;9292;34289;27790;214;2888;72027
2015-10;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;834;26965;66506;104240;4178;8914;1193
2015-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;743;12266;70078;14605;834;1288;13733
2015-10;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;622;17185;66384;26562;460;28067;2257
2015-10;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;130;5066;20220;26841;241;2397;
2015-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;171;7055;29850;7634;565;1979;50202
2015-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;276;8887;29593;43581;368;2565;71
2015-11;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;1218;28736;103392;41211;637;1208;83254
2015-11;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;671;9488;62634;62021;2813;1211;88839
2015-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;791;16580;54017;54771;493;4460;
2015-11;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;388;13848;50202;79198;972;1541;0
2015-11;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;184;5410;22721;36761;513;1387;
2015-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;126;6356;26004;13283;107;1436;47888
2015-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;937;35284;121579;93957;846;10584;87227
2015-12;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;151;2926;35760;13099;68;1517;19552
2015-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;661;12258;96990;81245;1993;2033;
2015-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;656;18466;61750;40108;822;6321;52077
2015-12;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;;;;;;;102122
2015-12;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;147;4789;35291;20998;697;1441;
2015-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;365;10510;44435;22747;294;4653;55703
2015-12;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;376;9902;36676;30217;264;3156;96229
2015-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;864;18127;58863;60422;529;4790;
2015-12;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;426;15805;55251;86642;1053;1662;0
2015-12;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;437;17538;73168;104652;1905;379;212
2015-12;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;1009;32761;79059;122440;4849;10595;1286
2015-12;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;1050;22515;87027;43700;3225;1832;90576
2015-12;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;749;20485;79805;32051;554;34589;2612
2015-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;1168;20239;79243;78834;501;7958;14816
2015-12;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;352;9651;63755;29875;344;3327;76
2016-01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;112;3654;10958;8431;69;1055;4752
2016-01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;15;348;3318;2792;12;138;7
2016-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;58;1087;6236;5093;279;107;9479
2016-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;66;1383;5770;6223;537;316;4743
2016-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;33;1359;7396;4685;55;691;81
2016-01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;59;1514;9545;5173;150;;41
2016-01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;7;502;2078;2700;54;333;
2016-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;36;1607;6077;5394;40;110;
2016-02;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;259;5354;18541;7191;90;217;16891
2016-02;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;39;702;6361;3769;86;252;
2016-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;155;3461;10270;11391;96;661;
2016-02;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;43;2539;11353;5962;152;371;271
2016-02;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;33;1009;4076;6607;60;230;
2016-02;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;82;3052;16244;6792;206;3639;32
2016-02;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;52;2135;7658;9713;182;743;103
2016-02;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;63;1483;10814;5243;65;686;17
2016-03;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;119;2018;9184;4367;102;864;20018
2016-03;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;129;3649;14417;10446;124;920;17374
2016-03;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;131;4664;16361;13209;943;1;15
2016-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;158;3916;10461;9614;1932;473;13131
2016-03;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;284;5621;20216;8213;150;10343;807
2016-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;135;4861;18858;15640;184;259;
2016-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;96;2537;16969;8092;204;1059;114
2016-04;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;;;;;;;24808
2016-04;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;230;4275;33930;28580;707;708;
2016-04;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;300;8451;31543;16608;186;2027;35
