Período;Região;ULS;Entidade;Localização Geográfica;Nº Notícias Nascimento;Nº de Nascer Utente
2019-05;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;127;60.0
2019-05;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;204;27.0
2019-05;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;78;141.0
2019-06;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;74;58.0
2019-06;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;116;79.0
2019-06;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;50;6.0
2019-06;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;34;48.0
2019-06;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;155;100.0
2019-07;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;145;120.0
2019-07;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;140;102.0
2019-07;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;105;84.0
2019-07;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;44;37.0
2019-07;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;160;209.0
2019-07;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;86;1.0
2019-07;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;193;194.0
2019-07;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;219;106.0
2019-07;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;124;88.0
2019-07;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;134;54.0
2019-07;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;0;52.0
2019-07;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;25;0.0
2019-07;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;430;360.0
2019-07;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;46;55.0
2019-08;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;84;0.0
2019-08;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;402;316.0
2019-08;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;108;66.0
2019-09;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;92;131.0
2019-09;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;201;132.0
2019-09;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;110;80.0
2019-09;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;108;104.0
2019-09;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;0;139.0
2019-09;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;178;222.0
2019-09;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;134;51.0
2019-09;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;34;19.0
2019-09;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;12;28.0
2019-09;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;120;71.0
2019-09;Região de Saúde Norte;;Hospital de Braga, EPE;41.567781, -8.399268;241;91.0
2019-09;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;142;80.0
2019-09;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;37;4.0
2019-10;Região de Saúde Norte;;Hospital de Braga, EPE;41.567781, -8.399268;175;138.0
2019-10;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;416;343.0
2019-10;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;39;41.0
2019-10;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;30;14.0
2019-10;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;312;140.0
2019-11;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;170;137.0
2019-11;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;130;60.0
2019-11;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;123;119.0
2019-11;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;120;86.0
2019-11;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;89;56.0
2019-11;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;119;73.0
2019-12;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;115;42.0
2019-12;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;141;120.0
2019-12;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;125;29.0
2019-12;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;51;4.0
2019-12;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;284;108.0
2020-01;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;82;30.0
2020-01;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;52;70.0
2020-02;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;126;89.0
2020-02;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;43;46.0
2020-02;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;89;73.0
2020-02;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;113;121.0
2020-02;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;47;61.0
2020-02;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;178;0.0
2020-02;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;81;102.0
2020-02;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;265;91.0
2020-02;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;144;118.0
2020-03;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;45;46.0
2020-03;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;23;9.0
2020-03;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;164;55.0
2020-03;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;390;142.0
2020-03;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;106;28.0
2020-04;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;206;6.0
2020-04;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;139;0.0
2020-04;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;103;0.0
2020-04;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;135;1.0
2020-04;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;42;0.0
2020-04;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;131;8.0
2020-04;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;109;0.0
2020-04;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;276;3.0
2020-05;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;61;0.0
2020-05;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;41;0.0
2020-05;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;6;0.0
2020-05;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;49;0.0
2020-06;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;51;0.0
2020-06;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;48;39.0
2020-06;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;235;0.0
2020-06;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;130;6.0
2020-06;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;37;0.0
2020-06;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;136;1.0
2020-06;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;101;0.0
2020-06;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;179;0.0
2020-06;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;0;0.0
2020-06;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;24;0.0
2020-07;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;45;49.0
2020-07;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;157;0.0
2020-07;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;7;0.0
2020-07;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;179;7.0
2020-07;Região de Saúde Norte;;Hospital de Braga, EPE;41.567781, -8.399268;252;14.0
2020-07;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;47;0.0
2020-07;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;155;0.0
2020-07;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;151;0.0
2020-07;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;33;7.0
2020-07;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;4;0.0
2020-07;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;192;5.0
2020-07;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;94;1.0
2020-07;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;135;0.0
2020-08;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;150;3.0
2020-08;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;44;45.0
2020-08;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;41;0.0
2020-08;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;39;0.0
2020-08;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;170;0.0
2020-08;Região de Saúde Norte;;Hospital de Braga, EPE;41.567781, -8.399268;258;23.0
2020-09;Região de Saúde Norte;;Hospital de Braga, EPE;41.567781, -8.399268;272;12.0
2020-09;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;168;3.0
2020-09;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;181;7.0
2020-09;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;43;0.0
2020-09;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;88;0.0
2020-09;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;218;0.0
2020-09;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;38;27.0
2020-10;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;329;2.0
2020-10;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;93;0.0
2020-10;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;237;0.0
2020-11;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;66;1.0
2020-11;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;118;3.0
2020-11;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.1831056, -8.6010592;109;0.0
2020-11;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;203;0.0
2020-11;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;381;0.0
2020-11;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;279;0.0
2020-11;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;133;0.0
2020-11;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;94;0.0
2020-11;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;118;2.0
2020-11;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;150;0.0
2020-11;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;80;0.0
2020-12;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;35;0.0
2020-12;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;156;2.0
2020-12;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;29;0.0
2020-12;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;173;0.0
2021-01;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;84;0.0
2021-01;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;117;2.0
2021-01;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;193;1.0
2021-01;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;178;0.0
2021-01;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;316;0.0
2021-01;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;65;0.0
2021-01;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;129;0.0
2021-02;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;9;
2021-02;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;82;
2021-02;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;93;
2021-02;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;140;
2021-02;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;31;1.0
2021-03;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;29;1.0
2021-03;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;72;0.0
2021-03;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;33;0.0
2021-03;Região de Saúde Norte;;Hospital de Braga, EPE;41.567781, -8.399268;220;7.0
2021-03;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;11;0.0
2021-04;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;320;1.0
2021-04;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;76;0.0
2021-04;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;148;1.0
2021-04;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;71;0.0
2021-04;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;55;0.0
2021-05;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;276;2.0
2021-05;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;358;0.0
2021-05;Região de Saúde Norte;;Hospital de Braga, EPE;41.567781, -8.399268;245;25.0
2021-05;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;25;0.0
2021-05;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;85;0.0
2021-05;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;197;0.0
2021-05;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;115;1.0
2021-05;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;237;0.0
2021-06;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;159;1.0
2021-06;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;133;0.0
2021-06;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;28;1.0
2021-06;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;28;0.0
2021-06;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;222;0.0
2021-06;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;32;29.0
2021-06;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;41;0.0
2021-06;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;21;0.0
2021-06;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;125;0.0
2021-06;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;294;1.0
2021-07;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;34;0.0
2021-07;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;41;42.0
2021-07;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;6;0.0
2021-07;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;66;59.0
2021-07;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;250;0.0
2021-07;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;184;7.0
